REGIONS,DIVISION,GROUP OF STATES,TYPEHUQ,Climate_Region_Pub,YEARMADERANGE,NHSLDMEM,NUMFRIG,TVCOLOR,EMPLOYHH,SPOUSE,KWH TOTAL,KWH HEAT,KWH AIRCON,KWH WATER HEAT,KWH REFRIDGE,KWH OTHER,DOLLAR TOTAL,DOLLAR HEAT,DOLLAR AIRCON,DOLLAR WATER,DOLLAR REFRIDGE,DOLLAR OTHER
2,4,11,3,1,2,4,1,4,1,0,5433,308.516,600.016,0,484.329,4040.139,548,31.118,60.521,0,48.852,407.509
3,5,14,5,4,1,1,1,1,0,0,4601,0,830.487,0,1362.148,2408.366,630,0,113.716,0,186.514,329.77
1,2,5,3,1,1,2,1,5,1,0,8572,0,141.331,0,772.345,7658.324,994,0,16.389,0,89.56,888.051
3,7,21,2,3,2,1,1,1,1,0,11196,0,3370.796,0,1103.496,6721.707,983,0,295.953,0,96.886,590.161
1,2,3,4,4,1,1,1,1,0,0,1959,0,0,0,538.355,1420.645,601,0,0,0,165.161,435.839
3,6,18,2,4,8,2,1,4,0,1,11100,2093.485,4306.306,0,549.605,4150.605,1126,212.366,436.838,0,55.753,421.043
4,8,22,2,1,5,2,1,1,1,0,8075,0,526.498,0,1620.963,5927.538,605,0,39.447,0,121.447,444.107
3,6,19,2,4,2,2,1,1,1,1,21857,4805.443,1706.455,2581.821,1897.118,10866.163,2026,445.433,158.177,239.318,175.85,1007.222
4,8,22,5,1,6,1,1,0,1,0,3319,0,318.498,0,861.238,2139.264,377,0,36.178,0,97.827,242.996
3,7,21,5,3,8,1,1,2,1,0,6398,907.747,2118.424,819.978,660.175,1891.675,866,122.868,286.739,110.988,89.358,256.047
1,1,1,2,1,3,2,2,2,0,1,7345,464.599,0,0,1274.808,5605.593,1168,73.88,0,0,202.72,891.4
4,9,24,2,2,7,2,1,2,1,1,13648,0,5367.391,0,1650.734,6629.875,1547,0,608.393,0,187.111,751.496
3,5,17,2,3,5,2,1,2,0,1,11963,360.143,4415.046,844.062,463.105,5880.644,1509,45.428,556.909,106.469,58.416,741.778
4,8,23,2,1,6,2,1,3,0,1,6253,508.91,0,0,1375.68,4368.409,565,45.983,0,0,124.302,394.715
1,2,3,5,1,5,1,1,1,1,0,2818,1470.198,31.263,0,510.015,806.524,456,237.903,5.059,0,82.529,130.509
1,2,4,2,1,6,3,2,5,0,1,20742,0,2644.931,0,4035.094,14061.974,3765,0,480.097,0,732.433,2552.47
1,2,3,4,4,4,12,2,3,1,1,3255,0,313.822,0,1232.027,1709.151,535,0,51.581,0,202.499,280.92
4,8,22,2,1,3,2,1,4,0,1,17506,1518.824,0,3001.983,1317.41,11667.783,1750,151.83,0,300.095,131.696,1166.378
2,4,10,2,1,6,3,3,6,2,1,17821,0,981.979,0,4404.108,12434.913,1622,0,89.376,0,400.845,1131.779
4,10,26,3,5,5,2,1,2,1,1,5606,1549.702,0,0,510.983,3545.315,680,187.977,0,0,61.982,430.042
1,1,2,2,1,1,8,1,3,1,1,11823,0,192.577,0,1153.42,10477.003,2338,0,38.082,0,228.089,2071.829
3,5,17,2,3,4,1,3,4,0,0,14770,475.977,6040.725,1991.821,1615.424,4646.054,1829,58.941,748.036,246.651,200.041,575.331
4,10,26,5,5,4,3,1,1,1,1,1977,435.358,0,0,391.494,1150.148,233,51.309,0,0,46.14,135.551
3,5,17,2,3,3,3,1,3,1,1,13008,761.191,5122.256,1778.399,651.689,4694.465,1741,101.878,685.566,238.022,87.222,628.311
4,10,26,5,2,5,3,1,2,1,1,6742,2156.032,322.615,1906.45,621.067,1735.835,579,185.169,27.707,163.733,53.34,149.08
2,4,12,3,4,7,3,2,6,1,1,15502,0,760.864,0,2580.525,12160.61,1186,0,58.211,0,197.426,930.363
2,3,9,2,1,4,3,1,3,0,1,13974,694.401,293.728,0,961.891,12023.98,1797,89.296,37.771,0,123.693,1546.211
4,10,26,2,2,6,2,2,1,1,1,4787,0,0,0,1812.494,2974.506,675,0,0,0,255.574,419.426
3,5,16,2,4,2,1,1,3,1,0,18577,5634.016,0,3056.679,3122.594,6763.712,1557,472.206,0,256.19,261.715,566.889
3,7,21,2,3,8,5,1,4,1,1,27406,3153.882,5983.693,4638.331,1343.127,12286.966,3741,430.514,816.792,633.146,183.341,1677.207
2,4,10,2,1,3,4,1,3,1,1,10317,0,696.325,0,1316.884,8303.791,1322,0,89.236,0,168.762,1064.154
4,10,26,5,5,6,2,1,2,1,1,4950,2377.042,0,0,479.163,2093.795,575,276.143,0,0,55.665,243.238
1,2,5,1,1,5,1,1,1,2,0,14137,5296.553,1017.221,2379.028,1233.924,4210.273,1237,463.453,89.008,208.167,107.969,368.403
1,2,3,3,4,4,4,2,2,0,1,12734,0,265.472,0,1295.242,11173.287,2914,0,60.749,0,296.398,2556.852
4,10,26,2,2,4,5,1,4,0,0,11426,1821.968,1113.082,0,1190.079,7300.871,2068,329.759,201.457,0,215.393,1321.39
4,8,22,4,1,4,3,1,2,1,0,10611,2813.778,0,2323.977,678.836,4794.41,886,234.946,0,194.048,56.682,400.325
3,7,21,2,3,3,6,1,4,1,1,18038,2376.753,7080.076,0,1296.378,7284.793,2379,313.466,933.779,0,170.977,960.778
4,10,26,2,2,5,4,2,2,1,1,9199,0,2520.839,0,1639.275,5038.886,1401,0,383.922,0,249.66,767.418
1,2,3,4,4,1,1,1,1,0,0,4045,689.369,0,0,556.015,2799.616,979,166.846,0,0,134.571,677.583
2,4,10,2,1,2,1,1,3,0,0,2501,0,259.798,0,487.329,1753.873,343,0,35.63,0,66.835,240.535
4,10,26,2,2,6,2,1,2,1,0,12694,0,1839.959,3602.854,1196.982,6054.204,1574,0,228.147,446.738,148.421,750.695
3,5,16,2,3,5,3,1,3,1,1,23075,2194.303,4269.417,4060.894,1711.949,10838.437,2538,241.35,469.59,446.654,188.296,1192.111
1,2,3,2,4,1,6,1,5,2,1,13744,0,2178.728,0,999.311,10565.962,2798,0,443.547,0,203.441,2151.03
3,5,15,2,4,5,1,2,2,1,0,21156,4818.846,1489.717,3037.808,2458.045,9351.584,2016,459.198,141.958,289.479,234.232,891.132
3,5,17,1,3,7,2,1,6,2,1,12322,1049.349,4210.574,1550.868,632.251,4878.958,1666,141.878,569.292,209.686,85.484,659.661
4,9,24,2,2,6,3,2,4,1,1,28063,1627.619,12431.251,2548.632,1828.018,9627.48,2636,152.885,1167.686,239.397,171.709,904.324
2,4,12,2,4,2,1,1,3,1,0,10333,0,2093.507,0,1330.327,6909.165,964,0,195.31,0,124.111,644.579
1,1,2,2,1,5,5,1,3,1,1,15635,0,476.132,0,1881.098,13277.77,2921,0,88.953,0,351.435,2480.612
2,4,12,2,4,5,3,2,3,2,1,13820,3460.739,1183.24,2468.116,1431.349,5276.556,1151,288.228,98.546,205.557,119.21,439.458
3,5,17,2,3,5,1,1,1,0,0,10081,754.106,4072.276,974.893,759.343,3520.383,1211,90.588,489.19,117.111,91.218,422.893
3,7,21,1,3,5,6,1,2,2,1,10134,1711.701,1569.252,2058.945,885.127,3908.976,1228,207.417,190.156,249.495,107.256,473.675
1,1,2,5,1,4,2,1,2,1,0,3970,0,241.133,0,964.929,2763.938,667,0,40.513,0,162.118,464.369
2,3,9,5,1,4,1,1,2,0,0,6867,3029.497,0,1525.639,694.871,1616.993,845,372.787,0,187.733,85.505,198.975
2,3,6,2,1,7,2,2,5,0,1,7549,0,852.704,0,1835.606,4860.691,964,0,108.889,0,234.405,620.705
2,4,10,2,1,2,2,2,4,1,1,5614,0,634.343,0,558.009,4421.648,673,0,76.044,0,66.894,530.062
2,4,12,2,4,2,2,1,3,0,1,14664,519.409,2421.475,0,619.22,11103.896,1212,42.93,200.138,0,51.179,917.752
2,3,7,2,1,1,1,1,1,2,0,9899,1030.569,1911.585,0,1660.461,5296.385,920,95.78,177.66,0,154.321,492.239
1,2,5,3,4,1,2,1,3,0,0,11437,744.723,931.825,0,1406.67,8353.782,863,56.194,70.313,0,106.143,630.35
1,2,3,2,4,1,1,2,4,1,0,2133,0,0,0,502.896,1630.104,236,0,0,0,55.642,180.358
4,10,26,4,5,2,4,2,2,1,1,2223,504.046,16.371,0,531.957,1170.626,274,62.127,2.018,0,65.567,144.288
3,7,21,2,3,4,1,1,1,1,0,14225,2249.84,3492.744,1479.882,1535.78,5466.755,1891,299.082,464.308,196.728,204.159,726.723
4,10,26,5,2,5,4,1,2,0,1,2831,705.338,254.885,0,420.955,1449.822,385,95.922,34.663,0,57.248,197.168
1,2,3,2,1,1,2,2,1,0,1,5635,0,0,0,1726.21,3908.79,740,0,0,0,226.689,513.311
2,4,11,2,4,2,2,1,2,0,0,7452,0,704.452,0,883.179,5864.369,710,0,67.118,0,84.146,558.736
4,8,22,3,1,6,2,2,5,1,1,9083,0,315.815,0,2512.972,6254.213,908,0,31.571,0,251.214,625.215
1,2,3,5,1,4,1,1,2,0,0,2579,0,89.883,0,679.693,1809.424,443,0,15.439,0,116.752,310.808
3,7,21,2,3,4,10,2,5,1,1,31634,354.962,8839.231,0,3466.323,18973.484,3917,43.952,1094.495,0,429.209,2349.344
4,10,26,5,2,5,4,1,2,2,0,4225,0,785.599,0,770.935,2668.467,564,0,104.87,0,102.913,356.217
1,1,1,2,1,2,3,1,3,1,0,10400,0,0,0,581.499,9818.501,2402,0,0,0,134.304,2267.696
1,1,2,5,1,4,1,1,1,0,0,5049,3242.117,126.918,0,785.367,894.597,841,540.032,21.14,0,130.817,149.011
3,5,17,3,3,6,2,1,1,1,0,18471,1529.035,5073.702,2483.684,1536.119,7848.46,2375,196.603,652.376,319.352,197.514,1009.155
4,9,25,2,1,8,1,3,3,0,0,4261,258.523,0,0,1410.689,2591.788,443,26.878,0,0,146.664,269.458
1,2,3,5,4,2,2,1,3,0,0,5820,2248.931,117.059,0,824.688,2629.322,664,256.579,13.355,0,94.088,299.978
1,2,3,5,4,1,2,1,3,0,0,6381,0,1749.044,0,1312.799,3319.157,1095,0,300.142,0,225.28,569.578
3,7,21,5,3,4,1,1,2,1,0,8274,1516.102,2503.733,1446.758,869.675,1937.732,765,140.176,231.491,133.765,80.409,179.159
3,7,21,2,3,6,1,1,1,1,0,7683,0,4470.167,0,636.56,2576.273,1214,0,706.336,0,100.584,407.08
2,4,10,2,1,6,5,1,4,1,1,12067,600.308,1465.795,0,1039.263,8961.634,1379,68.602,167.509,0,118.766,1024.123
3,5,14,1,4,4,2,2,2,0,1,13733,0,439.842,4283.01,2110.259,6899.889,993,0,31.804,309.694,152.588,498.914
3,5,17,2,3,6,2,1,3,0,0,14273,1909.529,4110.618,1941.651,782.75,5528.452,1551,207.502,446.687,210.993,85.059,600.759
4,10,26,5,5,6,4,1,2,1,1,4971,766.332,683.229,1145.85,222.243,2153.346,608,93.73,83.565,140.148,27.182,263.374
4,10,26,3,2,4,2,1,2,2,1,3496,0,0,0,558.84,2937.16,404,0,0,0,64.58,339.42
1,1,1,2,1,7,2,1,3,1,1,10021,0,142.098,0,891.483,8987.418,1518,0,21.525,0,135.044,1361.431
4,9,24,2,2,6,4,2,5,1,1,24859,0,7242.657,0,1964.929,15651.413,2895,0,843.457,0,228.829,1822.714
2,3,8,1,1,4,4,1,4,2,0,7857,0,167.26,0,853.255,6836.485,808,0,17.201,0,87.747,703.052
4,10,26,2,5,1,1,1,1,1,0,1877,173.152,0,0,549.226,1154.622,250,23.062,0,0,73.152,153.786
1,2,3,4,4,4,2,1,2,1,1,7689,2820.476,178.652,2286.27,527.393,1876.209,1663,610.021,38.639,494.481,114.066,405.792
2,3,9,2,1,1,4,2,4,1,1,16157,582.94,363.857,0,1890.266,13319.937,1994,71.943,44.905,0,233.285,1643.867
1,2,4,2,4,3,5,1,4,2,1,19050,541.191,1478.869,3812.373,1163.212,12054.355,3108,88.295,241.277,621.987,189.778,1966.663
3,5,17,2,3,1,3,2,3,1,1,16357,645.05,2302.671,2803.251,2302.189,8303.839,2173,85.694,305.906,372.407,305.842,1103.151
4,10,26,2,2,1,5,1,2,1,1,5083,0,0,0,727.501,4355.499,720,0,0,0,103.05,616.95
1,2,5,3,4,1,2,1,1,2,1,4431,0,212.635,0,1239.424,2978.941,719,0,34.503,0,201.116,483.38
3,7,21,2,3,7,4,1,3,1,1,16183,0,5224.266,0,1223.989,9734.745,2004,0,646.94,0,151.571,1205.489
2,4,10,2,1,1,4,1,2,2,1,16449,2340.626,387.654,0,1463.927,12256.793,1852,263.532,43.646,0,164.824,1379.998
3,6,18,2,4,4,2,2,1,1,1,15173,2000.801,1186.241,1950.655,1597.92,8437.384,1891,249.358,147.84,243.109,199.148,1051.545
3,6,18,2,4,6,1,1,1,0,0,13835,3835.924,1447.314,2049.251,1092.203,5410.308,966,267.835,101.056,143.085,76.261,377.763
3,5,17,2,3,4,1,1,1,1,0,3518,309.624,1427.429,280.745,446.199,1054.003,424,37.317,172.038,33.836,53.777,127.032
1,2,3,2,4,2,4,1,3,0,1,6278,0,597.475,0,898.094,4782.431,1354,0,128.86,0,193.695,1031.445
4,10,26,2,2,5,2,1,1,1,1,5531,0,1019.182,0,492.882,4018.936,728,0,134.147,0,64.874,528.979
4,10,27,2,5,2,1,1,1,1,0,22442,7927.345,0,3973.827,2462.884,8077.943,2132,753.101,0,377.515,233.975,767.408
2,3,7,2,1,1,2,2,3,1,1,11166,0,620.441,1831.834,1562.981,7150.745,1092,0,60.682,179.16,152.866,699.369
1,1,1,2,1,2,2,1,3,0,1,4904,0,237.002,0,568.356,4098.641,791,0,38.228,0,91.674,661.098
4,10,26,4,2,2,2,1,1,1,1,1943,171.244,0,0,377.884,1393.872,274,24.149,0,0,53.289,196.562
4,10,26,2,2,2,3,2,4,1,0,13981,0,0,0,3452.298,10528.702,1931,0,0,0,476.724,1453.895
1,2,3,4,4,3,1,1,1,0,0,5582,2694.661,110.612,0,512.791,2263.937,1415,683.079,28.039,0,129.989,573.893
1,2,5,1,1,6,1,1,1,0,0,7644,0,424.239,2525.623,1303.743,3390.394,1359,0,75.424,449.022,231.788,602.766
2,4,10,3,1,1,5,1,5,1,1,13300,2926.514,142.443,1693.062,330.441,8207.539,1441,317.076,15.433,183.436,35.802,889.253
4,10,26,4,2,4,8,2,2,2,1,3518,0,0,0,1215.974,2302.026,455,0,0,0,157.268,297.732
3,5,15,2,4,6,4,1,3,1,1,13975,2595.082,3235.7,0,959.128,7185.091,1260,233.975,291.734,0,86.476,647.815
2,4,11,2,4,4,1,1,2,0,0,7189,0,1049.607,0,1623.123,4516.27,683,0,99.719,0,154.207,429.074
3,7,21,2,3,2,2,1,1,0,0,7512,2377.841,2133.564,0,975.932,2024.662,930,294.381,264.139,0,120.822,250.657
1,2,3,2,1,1,3,1,3,0,1,6774,394.623,209.465,0,538.6,5631.312,1253,72.994,38.745,0,99.626,1041.635
4,10,26,2,2,2,3,2,4,1,1,7204,0,1001.52,0,826.203,5376.277,801,0,111.357,0,91.864,597.779
3,5,17,4,3,5,3,1,3,2,1,7476,868.464,893.471,1846.198,737.695,3130.172,1060,123.137,126.683,261.767,104.596,443.818
4,9,24,2,2,8,2,4,4,0,1,34466,1027.02,16854.903,0,2333.341,14250.735,3986,118.775,1949.273,0,269.851,1648.1
3,5,14,3,4,2,2,1,3,1,1,6260,381.294,1293.315,0,988.555,3596.836,1045,63.65,215.897,0,165.022,600.43
1,2,4,2,1,5,2,2,4,0,0,8894,0,616.558,0,1722.655,6554.787,1671,0,115.839,0,323.651,1231.51
3,6,18,1,4,6,2,1,3,0,1,14973,3460.895,1376.394,2356.475,1695.806,6083.43,1936,447.492,177.967,304.691,219.267,786.584
2,3,7,2,1,4,2,1,2,1,1,15158,0,892.119,0,1161.538,13104.344,1323,0,77.865,0,101.38,1143.756
3,7,21,2,3,5,2,2,4,1,1,16420,0,6936.727,0,848.23,8635.043,2605,0,1100.498,0,134.57,1369.932
4,10,27,2,5,6,3,1,2,0,0,14481,3819.829,0,3249.113,976.546,6435.512,943,248.747,0,211.582,63.593,419.079
2,3,8,1,1,6,5,1,1,2,1,701,0,3.209,278.01,75.303,344.478,255,0,1.167,101.131,27.393,125.31
3,5,17,2,3,4,1,1,1,0,0,13258,2641.293,3317.309,2381.786,1412.42,3505.192,1666,331.905,416.853,299.295,177.485,440.462
2,3,8,2,1,4,4,2,4,1,1,9905,0,307.851,0,1675.715,7921.434,1231,0,38.26,0,208.259,984.481
3,7,21,3,3,4,2,1,3,1,0,8622,0,2966.803,0,672.064,4983.133,1361,0,468.316,0,106.087,786.598
3,5,17,2,3,6,1,1,1,1,0,16065,2155.568,3689.512,1763.467,991.136,7465.317,1732,232.396,397.774,190.123,106.856,804.851
4,10,26,2,2,2,2,1,1,0,1,7517,0,0,0,2032.197,5484.803,1045,0,0,0,282.512,762.488
1,1,2,2,1,2,2,2,3,1,1,7029,0,138.967,0,736.874,6153.158,1188,0,23.487,0,124.542,1039.97
4,10,26,2,2,3,5,1,4,1,1,9427,1558.106,1007.972,0,679.756,6181.167,1564,258.5,167.229,0,112.776,1025.495
3,5,16,2,4,6,4,1,5,1,1,26081,3178.47,2943.929,3669.957,829.113,15459.531,1899,231.43,214.352,267.216,60.369,1125.634
3,7,21,5,3,5,5,1,4,1,1,13470,0,5257.08,0,1185.302,7027.618,1668,0,650.988,0,146.777,870.235
3,6,19,5,4,6,1,1,1,0,0,4067,0,1198.61,0,897.687,1970.703,379,0,111.697,0,83.655,183.648
4,10,26,2,2,4,7,2,6,0,1,19593,0,2490.643,0,2044.459,15057.898,2888,0,367.12,0,301.352,2219.528
3,6,19,1,4,8,5,1,4,0,1,20071,2972.175,1345.649,6630.676,1051.454,8071.047,1910,282.818,128.045,630.943,100.051,768.001
2,4,10,1,1,6,4,1,2,1,1,9814,0,919.082,0,783.94,8110.977,934,0,87.469,0,74.608,771.923
3,7,20,3,3,1,1,1,1,1,0,17629,5156.572,4063.834,0,2245.976,6162.617,1852,541.719,426.923,0,235.949,647.409
3,7,21,5,3,5,2,1,3,1,0,14505,2850.577,3660.402,3041.269,1155.171,3797.581,2044,401.695,515.813,428.566,162.783,535.143
2,4,12,3,4,1,1,1,3,1,0,6777,431.446,1677.79,0,1095.131,3572.633,576,36.67,142.601,0,93.079,303.65
1,2,3,5,4,7,1,1,1,0,0,1887,0,0,0,1298.385,588.615,516,0,0,0,355.043,160.957
3,7,21,2,3,5,2,2,2,0,1,15571,943.261,5970.212,1569.054,1404.114,5684.358,2519,152.596,965.832,253.834,227.151,919.588
3,5,17,2,3,2,5,1,3,1,1,22567,1282.107,6914.961,3209.714,1683.246,9476.973,3401,193.222,1042.131,483.726,253.677,1428.244
2,4,12,5,4,6,1,1,3,0,0,6161,2151.971,160.953,1099.619,565.995,2182.462,787,274.891,20.56,140.464,72.3,278.785
3,5,14,2,4,5,2,1,2,1,1,25811,5826.487,697.477,4096.973,1380.908,13809.155,2092,472.241,56.531,332.063,111.924,1119.242
3,6,18,2,4,7,3,2,3,1,1,19344,2544.15,2665.451,2142.314,1055.17,10936.915,1349,177.422,185.882,149.399,73.585,762.712
4,10,26,2,2,2,5,1,5,1,1,3237,0,145.965,0,569.682,2521.353,440,0,19.841,0,77.436,342.723
3,5,17,2,3,3,2,1,2,0,1,9621,490.658,2537.95,1223.85,559.337,4809.205,1042,53.141,274.872,132.549,60.579,520.86
2,4,10,4,1,1,1,1,1,1,0,3028,0,0,0,573.332,2454.668,376,0,0,0,71.193,304.807
4,10,26,4,2,2,2,1,3,2,1,1844,0,0,0,423.786,1420.214,215,0,0,0,49.411,165.589
3,6,18,3,4,8,1,1,2,1,0,10965,2977.985,1063.42,1605.599,1594.797,3723.198,1209,328.352,117.253,177.033,175.842,410.52
2,3,6,4,1,6,3,1,3,0,0,5751,0,333.002,0,823.039,4594.959,716,0,41.459,0,102.468,572.073
3,5,14,2,4,1,2,3,4,1,0,13549,0,2785.872,0,1569.447,9193.68,2194,0,451.118,0,254.142,1488.74
4,10,26,2,5,3,3,1,2,0,1,6075,0,0,0,914.472,5160.528,718,0,0,0,108.09,609.974
4,10,27,2,5,3,2,1,3,0,1,11538,3119.033,264.601,0,1492.819,6661.547,958,258.973,21.97,0,123.949,553.108
1,2,4,3,4,1,6,1,2,0,1,15459,2888.937,347.756,4286.681,1127.192,6808.434,2572,480.649,57.858,713.199,187.537,1132.757
3,5,13,2,4,3,2,1,3,0,0,4117,468.044,0,0,886.537,2762.419,551,62.641,0,0,118.65,369.709
1,2,3,2,1,8,2,1,2,1,1,10508,3662.102,0,2148.152,668.07,4029.676,1803,628.356,0,368.587,114.63,691.426
4,9,25,5,2,8,1,1,2,1,0,2631,0,1137.343,0,282.59,1211.067,399,0,172.482,0,42.856,183.662
3,5,17,2,3,6,4,2,5,1,1,26688,622.146,13744.046,2328.461,1455.595,8537.753,3382,78.841,1741.695,295.071,184.458,1081.935
2,3,6,2,1,2,3,2,3,2,0,8044,489.993,0,0,2073.319,5480.688,1052,64.082,0,0,271.15,716.768
2,4,10,2,1,3,2,2,4,1,1,11271,1164.635,931.308,0,2593.246,6581.812,1426,147.349,117.828,0,328.096,832.727
2,3,7,2,1,2,2,1,4,0,1,7003,0,484.903,0,898.294,5619.802,933,0,64.603,0,119.679,748.718
3,5,17,2,3,3,4,2,5,0,0,22121,1556.38,6719.967,2621.434,1747.975,9475.244,3232,227.396,981.824,383.006,255.389,1384.385
2,4,12,5,4,8,3,1,3,1,1,12862,3183.477,1026.067,2477.848,500.795,5673.812,904,223.749,72.117,174.154,35.198,398.781
2,3,7,2,4,6,4,2,6,1,1,24563,1193.054,1792.879,2262.05,1861.528,17453.49,2306,112.025,168.347,212.402,174.793,1638.842
1,2,3,3,4,1,3,1,2,1,0,6139,0,1798.58,0,931.239,3409.181,1054,0,308.797,0,159.884,585.32
1,2,4,2,1,2,3,2,2,0,1,8046,0,228.294,0,2107.295,5710.411,1465,0,41.567,0,383.692,1039.74
2,3,6,2,4,2,1,2,1,1,0,8234,0,1137.276,0,3281.527,3815.197,1011,0,139.639,0,402.918,468.444
1,1,2,2,1,1,1,1,1,0,0,4522,0,857.585,0,1355.456,2308.96,758,0,143.753,0,227.208,387.039
1,1,2,4,1,1,2,1,2,0,1,3579,504.161,98.332,0,711.173,2265.335,350,49.303,9.616,0,69.547,221.533
1,1,2,2,1,6,5,1,3,1,1,22822,3671.243,434.473,4099.535,859.301,13757.447,3543,569.942,67.45,636.432,133.402,2135.774
2,4,12,2,4,3,5,1,3,1,1,20791,689.766,3489.559,0,2326.354,14285.322,1883,62.471,316.043,0,210.693,1293.793
4,10,26,2,2,3,2,1,3,0,1,4942,0,893.72,0,898.799,3149.48,634,0,114.626,0,115.277,403.942
4,10,27,2,5,7,5,1,3,0,1,13453,3340.227,46.99,3254.962,760.48,6050.341,1203,298.691,4.202,291.067,68.004,541.036
3,5,17,2,3,4,4,2,5,0,0,27328,1998.992,5171.759,4215.991,2510.374,13430.884,3118,228.076,590.074,481.025,286.422,1532.403
4,10,26,2,2,7,2,2,3,0,1,51043,0,25626.221,3543.039,3436.732,18437.008,6802,0,3414.955,472.146,457.98,2456.919
2,4,12,2,4,3,2,1,1,1,1,12871,1294.826,2558.09,0,913.282,8104.802,1300,130.78,258.373,0,92.244,818.603
4,10,26,2,2,5,10,1,5,0,0,9362,1149.076,1827.524,0,318.893,6066.507,1411,173.184,275.436,0,48.062,914.318
3,7,20,5,4,8,2,1,1,0,0,8216,2112.047,0,1716.309,658.021,3729.622,896,230.33,0,187.173,71.761,406.736
1,1,2,2,1,2,5,2,2,0,1,14577,0,0,3777.51,1691.286,9108.203,2291,0,0,593.694,265.812,1431.494
2,4,12,2,4,8,1,1,1,0,0,5402,0,490.416,0,958.673,3952.91,688,0,62.46,0,122.097,503.444
2,4,10,2,1,1,3,1,2,2,1,13830,776.181,974.008,0,1470.167,10609.644,1607,90.19,113.176,0,170.829,1232.805
2,4,10,2,1,6,4,1,3,1,1,17055,0,259.489,4651.68,1257.214,10886.616,1814,0,27.6,494.761,133.72,1157.92
3,7,21,4,3,7,4,1,3,1,0,10626,1079.849,3347.411,2279.126,704.591,3215.023,1373,139.529,432.524,294.489,91.041,415.417
2,3,9,2,1,1,3,1,2,0,1,14242,1641.595,0,2943.195,1277.932,8379.278,1700,195.941,0,351.3,152.534,1000.151
1,2,3,4,4,3,4,1,2,2,1,24977,4989.24,1231.824,10317.916,902.166,7535.854,4540,906.88,223.905,1875.459,163.984,1369.771
3,7,21,2,3,4,2,1,2,0,0,19179,0,4529.671,0,1557.243,13092.086,1758,0,415.202,0,142.741,1200.057
4,10,26,2,2,4,1,1,2,0,0,9433,0,1197.366,1370.322,989.966,5875.345,1391,0,176.565,202.069,145.981,866.385
2,4,11,3,4,5,4,2,1,0,1,5960,0,200.862,0,1453.16,4305.978,759,0,25.58,0,185.058,548.362
1,1,1,2,1,1,2,1,1,1,1,5354,0,0,0,866.242,4487.758,1153,0,0,0,186.548,966.452
4,10,26,2,5,1,2,1,2,0,1,4974,354.835,0,0,831.594,3787.57,695,49.571,0,0,116.176,529.135
2,4,12,2,4,5,3,1,1,0,1,4210,0,430.966,0,429.044,3349.989,427,0,43.711,0,43.516,339.773
4,10,27,2,1,1,4,1,3,0,1,9581,772.281,0,1992.054,672.32,6144.345,643,51.829,0,133.691,45.121,412.359
3,5,17,2,3,7,3,1,2,1,1,12483,0,4336.724,2274.389,785.066,5086.822,1481,0,514.515,269.837,93.141,603.507
4,10,26,2,2,3,5,1,4,0,0,4247,0,0,0,778.652,3468.348,577,0,0,0,105.788,471.212
3,5,16,1,4,7,1,1,1,1,0,8504,2537.114,1052.498,1410.692,498.452,3005.244,950,283.426,117.577,157.591,55.683,335.722
2,4,10,3,1,2,2,1,2,0,0,5856,0,298.414,0,1139.64,4417.946,588,0,29.964,0,114.431,443.605
1,2,5,2,1,3,2,1,2,2,0,7337,0,913.15,1209.955,821.019,4392.876,1319,0,164.16,217.518,147.598,789.724
3,5,15,2,4,7,2,1,3,1,0,12302,2431.644,2347.373,1824.701,1527.909,4170.372,1345,265.856,256.643,199.498,167.049,455.954
2,3,8,2,1,2,5,2,3,1,0,8272,0,746.486,0,1636.804,5888.711,1070,0,96.559,0,211.724,761.717
2,3,9,3,1,4,4,2,1,1,1,15425,664.328,152.788,3669.006,1978.715,8960.163,1678,72.269,16.621,399.131,215.253,974.726
1,2,4,4,1,2,2,1,3,0,1,5884,617.058,829.174,0,1053.217,3384.551,1074,112.631,151.348,0,192.243,617.778
4,10,26,2,2,5,5,2,4,1,1,6121,0,1377.288,0,1120.121,3623.591,905,0,203.634,0,165.612,535.754
3,7,21,2,3,6,2,4,3,0,1,24880,0,8501.111,0,6133.28,10245.609,3263,0,1114.917,0,804.377,1343.707
2,4,12,2,4,4,2,3,1,1,1,41537,6951.096,7445.845,8939.89,5398.664,12801.505,2293,383.727,411.039,493.516,298.027,706.692
1,2,3,2,1,2,2,1,4,2,1,5273,0,467.122,0,685.574,4120.304,893,0,79.109,0,116.104,697.787
3,5,17,5,3,6,4,1,3,0,0,10998,1705.325,1548.146,3239.965,794.264,3710.3,1422,220.492,200.169,418.915,102.695,479.728
3,5,17,5,3,7,2,2,2,2,1,9848,1347.286,1252.225,1709.156,614.827,4924.505,1011,138.313,128.554,175.463,63.118,505.552
3,7,21,2,3,4,3,2,5,2,1,27391,2011.416,7921.534,2787.69,1367.911,13302.448,4276,314.002,1236.628,435.185,213.544,2076.641
2,3,7,2,1,6,1,1,1,0,0,8267,0,1495.717,0,1215.791,5555.493,764,0,138.228,0,112.358,513.414
1,1,2,5,1,4,1,1,1,0,0,7788,3174.372,91.843,1608.724,820.669,2092.392,1298,529.062,15.307,268.121,136.778,348.732
3,5,17,2,3,4,1,2,8,0,0,29817,2872.465,13201.216,2031.468,2463.071,9248.781,3518,338.917,1557.591,239.689,290.614,1091.249
